Position,Artist,Song Title,Year,JSON file,Split Names,Song Language
31,Ariana Grande feat. Mac Miller,The Way,2013,5910.json,Ariana Gr,en
32,Drake,Started From The Bottom,2013,5911.json,Drake,en
34,Drake feat. Majid Jordan,"Hold On, We're Going Home",2013,5913.json,Drake,en
35,Maroon 5,Daylight,2013,5914.json,Maroon 5,en
36,Pitbull feat. Christina Aguilera,Feel This Moment,2013,5915.json,Pitbull,en
37,Lady Gaga,Applause,2013,5916.json,Lady Gaga,en
38,Maroon 5,One More Night,2013,5917.json,Maroon 5,en
39,Lil Wayne feat. Drake and Future,Love Me,2013,5918.json,Lil Wayne,en
40,Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),2013,5919.json,Fall Out Boy,en
41,"A$AP Rocky feat. Drake, 2 Chainz and Kendrick Lamar",F**kin Problems,2013,5920.json,A$AP Rocky,en
42,Justin Bieber feat. Nicki Minaj,Beauty And A Beat,2013,5921.json,Justin Bieber,en
43,Macklemore and Ryan Lewis feat. Mary Lambert,Same Love,2013,5922.json,Macklemore,en
44,Calvin Harris feat. Florence Welch,Sweet Nothing,2013,5923.json,Calvin Harris,en
45,Lana Del Rey and Cedric Gervais,Summertime Sadness,2013,5924.json,Lana Del Rey,en
46,Phillip Phillips,Home,2013,5925.json,Phillip Phillips,en
47,Imagine Dragons,It's Time,2013,5926.json,Imagine Dragons,en
48,J. Cole feat. Miguel,Power Trip,2013,5927.json,J. Cole,en
49,Alicia Keys feat. Nicki Minaj,Girl On Fire,2013,5928.json,Alicia Keys,en
50,Demi Lovato,Heart Attack,2013,5929.json,Demi Lovato,en
51,Maroon 5,Love Somebody,2013,5930.json,Maroon 5,en
52,Mumford and Sons,I Will Wait,2013,5931.json,Mumford,en
53,P!nk,Try,2013,5932.json,P!nk,en
54,Darius Rucker,Wagon Wheel,2013,5933.json,Darius Rucker,en
56,Calvin Harris feat. Ellie Goulding,I Need Your Love,2013,5935.json,Calvin Harris,en
57,Ke$ha,Die Young,2013,5936.json,Ke$ha,en
58,fun.,Some Nights,2013,5937.json,fun.,en
60,Blake Shelton feat. Pistol Annies and Friends,Boys 'Round Here,2013,5939.json,Blake Shelton,en
61,Phillip Phillips,"Gone, Gone, Gone",2013,5940.json,Phillip Phillips,en
62,Imagine Dragons,Demons,2013,5941.json,Imagine Dragons,en
63,OneRepublic,Counting Stars,2013,5942.json,OneRepublic,en
64,Flo Rida,I Cry,2013,5943.json,Flo Rida,en
65,Of Monsters And Men,Little Talks,2013,5944.json,Of Monsters And Men,en
66,Jason Derulo,The Other Side,2013,5945.json,Jason Derulo,en
67,Eminem,Berzerk,2013,5946.json,Eminem,en
68,Kelly Clarkson,Catch My Breath,2013,5947.json,Kelly Clarkson,en
69,Luke Bryan,Crash My Party,2013,5948.json,Luke Bryan,en
70,Rihanna,Pour It Up,2013,5949.json,Rihanna,en
71,Taylor Swift,22,2013,5950.json,Taylor Swift,en
72,Hunter Hayes,I Want Crazy,2013,5951.json,Hunter Hayes,en
73,Ylvis,The Fox,2013,5952.json,Ylvis,en
74,One Direction,Best Song Ever,2013,5953.json,One Direction,en
75,Ed Sheeran,The A Team,2013,5954.json,Ed Sheeran,en
76,fun.,Carry On,2013,5955.json,fun.,en
78,Luke Bryan,That's My Kind Of Night,2013,5957.json,Luke Bryan,en
79,Kendrick Lamar,Swimming Pools (Drank),2013,5958.json,Kendrick Lamar,en
80,Blake Shelton,Sure Be Cool If You Did,2013,5959.json,Blake Shelton,en
81,Mariah Carey feat. Miguel,#Beautiful,2013,5960.json,Mariah Carey,en
82,Olly Murs feat. Flo Rida,Troublemaker,2013,5961.json,Olly Murs,en
83,Ciara,Body Party,2013,5962.json,Ciara,en
84,Miguel,Adorn,2013,5963.json,Miguel,en
85,Script feat. will.i.am,Hall Of Fame,2013,5964.json,Script,en
86,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),2013,5965.json,Ne-Yo,en
87,Rocko feat. Future and Rick Ross,U.O.E.N.O.,2013,5966.json,Rocko,en
88,Emeli Sande,Next To Me,2013,5967.json,Emeli S,en
89,Miranda Lambert,Mama's Broken Heart,2013,5968.json,Mir,en
90,Thomas Rhett,It Goes Like This,2013,5969.json,Thomas Rhett,en
91,Ace Hood feat. Future and Rick Ross,Bugatti,2013,5970.json,Ace Hood,en
92,Hunter Hayes,Wanted,2013,5971.json,Hunter Hayes,en
93,Lady Antebellum,Downtown,2013,5972.json,Lady Antebellum,en
94,Florida Georgia Line,Get Your Shine On,2013,5973.json,Florida Georgia Line,en
95,will.i.am feat. Justin Bieber,#thatPOWER,2013,5974.json,will.i.am,en
96,Sara Bareilles,Brave,2013,5975.json,Sara Bareilles,en
97,Passenger,Let Her Go,2013,5976.json,Passenger,en
98,Randy Houser,Runnin' Outta Moonlight,2013,5977.json,R,en
99,2 Chainz,I'm Different,2013,5978.json,2 Chainz,en
100,Paramore,Still Into You,2013,5979.json,Paramore,en
1,Pharrell Williams,Happy,2014,5980.json,Pharrell Williams,en
3,John Legend,All Of Me,2014,5982.json,John Legend,en
5,OneRepublic,Counting Stars,2014,5984.json,OneRepublic,en
6,Jason Derulo feat. 2 Chainz,Talk Dirty,2014,5985.json,Jason Derulo,en
7,MAGIC!,Rude,2014,5986.json,MAGIC!,en
8,Meghan Trainor,All About That Bass,2014,5987.json,Meghan Trainor,en
9,Ariana Grande feat. Iggy Azalea,Problem,2014,5988.json,Ariana Gr,en
10,Sam Smith,Stay With Me,2014,5989.json,Sam Smith,en
11,Pitbull feat. Ke$ha,Timber,2014,5990.json,Pitbull,en
12,Bastille,Pompeii,2014,5991.json,Bastille,en
13,Taylor Swift,Shake It Off,2014,5992.json,Taylor Swift,en
14,Nico and Vinz,Am I Wrong,2014,5993.json,Nico,en
15,DJ Snake and Lil Jon,Turn Down For What,2014,5994.json,DJ Snake,en
17,A Great Big World and Christina Aguilera,Say Something,2014,5996.json,A Great Big World,en
18,Lorde,Team,2014,5997.json,Lorde,en
19,Passenger,Let Her Go,2014,5998.json,Passenger,en
20,Lorde,Royals,2014,5999.json,Lorde,en
21,Idina Menzel,Let It Go,2014,6000.json,Idina Menzel,en
22,Avicii,Wake Me Up!,2014,6001.json,Avicii,en
23,Imagine Dragons,Demons,2014,6002.json,Imagine Dragons,en
24,One Direction,Story Of My Life,2014,6003.json,One Direction,en
25,Sia,Chandelier,2014,6004.json,Sia,en
26,Iggy Azalea feat. Rita Ora,Black Widow,2014,6005.json,Iggy Azalea,en
27,"Jessie J, Ariana Grande & Nicki Minaj",Bang Bang,2014,6006.json,"Jessie J, Ariana Gr",en
28,Disclosure feat. Sam Smith,Latch,2014,6007.json,Disclosure,en
29,Maroon 5,Maps,2014,6008.json,Maroon 5,en
31,American Authors,Best Day Of My Life,2014,6010.json,American Authors,en
32,Tove Lo,Habits (Stay High),2014,6011.json,Tove Lo,en
33,Calvin Harris,Summer,2014,6012.json,Calvin Harris,en
34,Charli XCX,Boom Clap,2014,6013.json,Charli XCX,en
35,Beyonce feat. Jay Z,Drunk In Love,2014,6014.json,Beyonce,en
36,Nicki Minaj,Anaconda,2014,6015.json,Nicki Minaj,en
37,Ariana Grande feat. Zedd,Break Free,2014,6016.json,Ariana Gr,en
39,Ellie Goulding,Burn,2014,6018.json,Ellie Goulding,en
40,Jason Derulo feat. Snoop Dogg,Wiggle,2014,6019.json,Jason Derulo,en
41,Clean Bandit feat. Jess Glynne,Rather Be,2014,6020.json,Clean B,en
42,Jeremih feat. Yg,Don't Tell 'Em,2014,6021.json,Jeremih,en
43,Kid Ink feat. Chris Brown,Show Me,2014,6022.json,Kid Ink,en
44,Miley Cyrus,Wrecking Ball,2014,6023.json,Miley Cyrus,en
45,Justin Timberlake,Not A Bad Thing,2014,6024.json,Justin Timberlake,en
46,Katy Perry,Roar,2014,6025.json,Katy Perry,en
47,Paramore,Ain't It Fun,2014,6026.json,Paramore,en
48,Aloe Blacc,The Man,2014,6027.json,Aloe Blacc,en
49,Florida Georgia Line feat. Luke Bryan,This Is How We Roll,2014,6028.json,Florida Georgia Line,en
50,Mkto,Classic,2014,6029.json,Mkto,en
51,Coldplay,A Sky Full Of Stars,2014,6030.json,Coldplay,en
52,Ed Sheeran,Don't,2014,6031.json,Ed Sheeran,en
53,Trey Songz,Na Na,2014,6032.json,Trey Songz,en
55,Drake feat. Majid Jordan,"Hold On, We're Going Home",2014,6034.json,Drake,en
56,Ed Sheeran,Sing,2014,6035.json,Ed Sheeran,en
57,Imagine Dragons,Radioactive,2014,6036.json,Imagine Dragons,en
58,Yg feat. Jeezy and Rich Homie Quan,My Hitta,2014,6037.json,Yg,en
59,Echosmith,Cool Kids,2014,6038.json,Echosmith,en
60,Avicii,Hey Brother,2014,6039.json,Avicii,en
61,Jason Derulo,Trumpets,2014,6040.json,Jason Derulo,en
62,Maroon 5,Animals,2014,6041.json,Maroon 5,en
63,Jason Aldean,Burnin' It Down,2014,6042.json,Jason Aldean,en
64,Luke Bryan,Play It Again,2014,6043.json,Luke Bryan,en
65,Tinashe feat. Schoolboy Q,2 On,2014,6044.json,Tinashe,en
66,Florida Georgia Line,Dirt,2014,6045.json,Florida Georgia Line,en
67,OneRepublic,Love Runs Out,2014,6046.json,OneRepublic,en
68,Brantley Gilbert,Bottoms Up,2014,6047.json,Brantley Gilbert,en
69,Becky G,Shower,2014,6048.json,Becky G,en
70,Rixton,Me And My Broken Heart,2014,6049.json,Rixton,en
71,Martin Garrix,Animals,2014,6050.json,Martin Garrix,en
72,Rich Gang feat. Young Thug and Rich Homie Quan,Lifestyle,2014,6051.json,Rich Gang,en
73,Kenny Chesney,American Kids,2014,6052.json,Kenny Chesney,en
74,Sara Bareilles,Brave,2014,6053.json,Sara Bareilles,en
75,The Neighbourhood,Sweater Weather,2014,6054.json,The Neighbourhood,en
76,Sam Hunt,Leave The Night On,2014,6055.json,Sam Hunt,en
77,Chris Brown feat. Usher and Rick Ross,New Flame,2014,6056.json,Chris Brown,en
78,Michael Jackson and Justin Timberlake,Love Never Felt So Good,2014,6057.json,Michael Jackson,en
79,Dierks Bentley,Drunk On A Plane,2014,6058.json,Dierks Bentley,en
80,Katy Perry,Birthday,2014,6059.json,Katy Perry,en
81,Lady Antebellum,Bartender,2014,6060.json,Lady Antebellum,en
83,Robin Thicke feat. T.I. and Pharrell,Blurred Lines,2014,6062.json,Robin Thicke,en
84,Lady Gaga feat. R. Kelly,Do What U Want,2014,6063.json,Lady Gaga,en
85,Shakira feat. Rihanna,Can't Remember To Forget You,2014,6064.json,Shakira,en
86,5 Seconds Of Summer,Amnesia,2014,6065.json,5 Seconds Of Summer,en
87,T.I. feat. Iggy Azalea,No Mediocre,2014,6066.json,T.I.,en
88,Kongos,Come With Me Now,2014,6067.json,Kongos,en
89,Lil Wayne feat. Drake,Believe Me,2014,6068.json,Lil Wayne,en
90,"Mike Will Made-It feat. Miley Cyrus, Wiz Khalifa and Juicy J",23,2014,6069.json,Mike Will Made-It,en
91,Jake Owen,Beachin',2014,6070.json,Jake Owen,en
92,Macklemore & Ryan Lewis feat. Schoolboy Q and Hollis,White Walls,2014,6071.json,Macklemore,en
93,5 Seconds Of Summer,She Looks So Perfect,2014,6072.json,5 Seconds Of Summer,en
94,Zedd feat. Hayley Williams,Stay The Night,2014,6073.json,Zedd,en
95,Beyonce,Partition,2014,6074.json,Beyonce,en
96,Schoolboy Q feat. BJ The Chicago Kid,Studio,2014,6075.json,Schoolboy Q,en
97,Drake,0 To 100 / The Catch Up,2014,6076.json,Drake,en
98,Lee Brice,I Don't Dance,2014,6077.json,Lee Brice,en
99,Miranda Lambert and Carrie Underwood,Somethin' Bad,2014,6078.json,Mir,en
100,Miley Cyrus,Adore You,2014,6079.json,Miley Cyrus,en
1,Mark Ronson feat. Bruno Mars,Uptown Funk!,2015,6080.json,Mark Ronson,en
2,Ed Sheeran,Thinking Out Loud,2015,6081.json,Ed Sheeran,en
3,Wiz Khalifa feat. Charlie Puth,See You Again,2015,6082.json,Wiz Khalifa,en
4,Fetty Wap,Trap Queen,2015,6083.json,Fetty Wap,en
5,Maroon 5,Sugar,2015,6084.json,Maroon 5,en
6,Walk The Moon,Shut Up and Dance,2015,6085.json,Walk The Moon,en
7,Taylor Swift,Blank Space,2015,6086.json,Taylor Swift,en
8,Silento,Watch Me,2015,6087.json,Silento,en
10,Weeknd,The Hills,2015,6089.json,Weeknd,en
11,OMI,Cheerleader (Felix Jaehn Remix),2015,6090.json,OMI,en
12,Weeknd,Can't Feel My Face,2015,6091.json,Weeknd,en
13,Ellie Goulding,Love Me Like You Do,2015,6092.json,Ellie Goulding,en
14,Hozier,Take Me To Church,2015,6093.json,Hozier,en
15,Taylor Swift feat. Kendrick Lamar,Bad Blood,2015,6094.json,Taylor Swift,en
16,Major Lazer and DJ Snake feat. M0,Lean On,2015,6095.json,Major Lazer,en
17,Jason Derulo,Want To Want Me,2015,6096.json,Jason Derulo,en
18,Taylor Swift,Shake It Off,2015,6097.json,Taylor Swift,en
19,Skrillex and Diplo With Justin Bieber,Where Are U Now,2015,6098.json,Skrillex,en
20,Rachel Platten,Fight Song,2015,6099.json,Rachel Platten,en
21,Fetty Wap feat. Remy Boyz,679,2015,6100.json,Fetty Wap,en
22,Meghan Trainor,Lips Are Movin,2015,6101.json,Meghan Trainor,en
23,Fifth Harmony feat. Kid Ink,Worth It,2015,6102.json,Fifth Harmony,en
24,Omarion feat. Chris Brown and Jhene Aiko,Post To Be,2015,6103.json,Omarion,en
25,Andy Grammer,"Honey, I'm Good.",2015,6104.json,Andy Grammer,en
26,Sam Smith,I'm Not The Only One,2015,6105.json,Sam Smith,en
27,Selena Gomez feat. A$AP Rocky,Good For You,2015,6106.json,Selena Gomez,en
28,Meghan Trainor,All About That Bass,2015,6107.json,Meghan Trainor,en
29,Taylor Swift,Style,2015,6108.json,Taylor Swift,en
30,Drake,Hotline Bling,2015,6109.json,Drake,en
31,"David Guetta feat. Nicki Minaj, Bebe Rexha and Afrojack",Hey Mama,2015,6110.json,David Guetta,en
32,Flo Rida feat. Sage The Gemini and Lookas,G.D.F.R.,2015,6111.json,Flo Rida,en
33,Justin Bieber,What Do You Mean?,2015,6112.json,Justin Bieber,en
34,Ed Sheeran,Photograph,2015,6113.json,Ed Sheeran,en
35,Adele,Hello,2015,6114.json,Adele,en
36,Shawn Mendes,Stitches,2015,6115.json,Shawn Mendes,en
37,Tove Lo,Talking Body,2015,6116.json,Tove Lo,en
38,Nick Jonas,Jealous,2015,6117.json,Nick Jonas,en
39,Pitbull and Ne-Yo,Time Of Our Lives,2015,6118.json,Pitbull,en
40,R. City feat. Adam Levine,Locked Away,2015,6119.json,R. City,en
41,Natalie La Rose feat. Jeremih,Somebody,2015,6120.json,Natalie La Rose,en
42,"Rihanna, Kanye West, and Paul McCartney",FourFiveSeconds,2015,6121.json,"Rihanna, Kanye West,",en
43,Fall Out Boy,Centuries,2015,6122.json,Fall Out Boy,en
44,Fetty Wap feat. Monty,My Way,2015,6123.json,Fetty Wap,en
45,Sam Hunt,Take Your Time,2015,6124.json,Sam Hunt,en
46,Maroon 5,Animals,2015,6125.json,Maroon 5,en
48,Rihanna,B**** Better Have My Money,2015,6127.json,Rihanna,en
49,Rich Homie Quan,Flex (Ooh Ooh Ooh),2015,6128.json,Rich Homie Quan,en
50,T-Wayne,Nasty Freestyle,2015,6129.json,T-Wayne,en
51,"Nicki Minaj feat. Drake, Lil Wayne and Chris Brown",Only,2015,6130.json,Nicki Minaj,en
52,Sia,Elastic Heart,2015,6131.json,Sia,en
53,Demi Lovato,Cool For The Summer,2015,6132.json,Demi Lovato,en
54,X Ambassadors,Renegades,2015,6133.json,X Ambassadors,en
55,Usher feat. Juicy J,I Don't Mind,2015,6134.json,Usher,en
56,Ariana Grande and The Weeknd,Love Me Harder,2015,6135.json,Ariana Gr,en
57,Taylor Swift,Wildest Dreams,2015,6136.json,Taylor Swift,en
58,Sam Smith,Stay With Me,2015,6137.json,Sam Smith,en
59,DJ Snake and Alunageorge,You Know You Like It,2015,6138.json,DJ Snake,en
60,Fall Out Boy,Uma Thurman,2015,6139.json,Fall Out Boy,en
61,Beyonce,7/11,2015,6140.json,Beyonce,en
62,Selena Gomez,The Heart Wants What It Wants,2015,6141.json,Selena Gomez,en
63,Little Big Town,Girl Crush,2015,6142.json,Little Big Town,en
64,Trey Songz,Slow Motion,2015,6143.json,Trey Songz,en
65,One Direction,Drag Me Down,2015,6144.json,One Direction,en
66,Nicki Minaj feat. Drake and Lil Wayne,Truffle Butter,2015,6145.json,Nicki Minaj,en
67,Ariana Grande,One Last Time,2015,6146.json,Ariana Gr,en
68,Nick Jonas,Chains,2015,6147.json,Nick Jonas,en
69,Meek Mill feat. Chris Brown and Nicki Minaj,All Eyes On You,2015,6148.json,Meek Mill,en
70,Rae Sremmurd,No Type,2015,6149.json,Rae Sremmurd,en
71,Vance Joy,Riptide,2015,6150.json,Vance Joy,en
72,Jidenna feat. Roman GianArthur,Classic Man,2015,6151.json,Jidenna,en
73,Elle King,Ex's and Oh's,2015,6152.json,Elle King,en
74,Meghan Trainor,Dear Future Husband,2015,6153.json,Meghan Trainor,en
75,Charlie Puth feat. Meghan Trainor,Marvin Gaye,2015,6154.json,Charlie Puth,en
76,Meghan Trainor feat. John Legend,Like I'm Gonna Lose You,2015,6155.json,Meghan Trainor,en
77,Tove Lo,Habits (Stay High),2015,6156.json,Tove Lo,en
78,James Newton Howard feat. Jennifer Lawrence,The Hanging Tree,2015,6157.json,James Newton Howard,en
79,O.T. Genasis,Coco,2015,6158.json,O.T. Genasis,en
80,"Jessie J, Ariana Grande and Nicki Minaj",Bang Bang,2015,6159.json,"Jessie J, Ariana Gr",en
81,Sam Smith,Lay Me Down,2015,6160.json,Sam Smith,en
82,iLoveMakonnen feat. Drake,Tuesday,2015,6161.json,iLoveMakonnen,en
83,iLoveMemphis,Hit The Quan,2015,6162.json,iLoveMemphis,en
84,"Macklemore and Ryan Lewis feat. Eric Nally, Melle Mel, Kool Moe Dee and Grandmaster Caz",Downtown,2015,6163.json,Macklemore,en
85,Sam Hunt,House Party,2015,6164.json,Sam Hunt,en
86,Chris Brown and Tyga,Ayo,2015,6165.json,Chris Brown,en
87,Luke Bryan,Kick The Dust Up,2015,6166.json,Luke Bryan,en
88,Big Sean feat. Drake,Blessings,2015,6167.json,Big Sean,en
89,George Ezra,Budapest,2015,6168.json,George Ezra,en
90,Sia,Chandelier,2015,6169.json,Sia,en
91,Kelly Clarkson,Heartbeat Song,2015,6170.json,Kelly Clarkson,en
92,Ed Sheeran,Don't,2015,6171.json,Ed Sheeran,en
93,Ella Henderson,Ghost,2015,6172.json,Ella Henderson,en
94,Alessia Cara,Here,2015,6173.json,Alessia Cara,en
95,Mr. Probz,Waves,2015,6174.json,Mr. Probz,en
96,Nicky Jam and Enrique Iglesias,El Perdon (Forgiveness),2015,6175.json,Nicky Jam,en
97,Ne-Yo feat. Juicy J,She Knows,2015,6176.json,Ne-Yo,en
98,One Direction,Night Changes,2015,6177.json,One Direction,en
99,Drake,Back To Back,2015,6178.json,Drake,en
100,Calvin Harris and Disciples,How Deep Is Your Love,2015,6179.json,Calvin Harris,en
1,Justin Bieber,Love Yourself,2016,6180.json,Justin Bieber,en
2,Justin Bieber,Sorry,2016,6181.json,Justin Bieber,en
3,Drake Featuring WizKid & Kyla,One Dance,2016,6182.json,Drake,en
4,Rihanna Featuring Drake,Work,2016,6183.json,Rihanna,en
5,twenty one pilots,Stressed Out,2016,6184.json,twenty one pilots,en
6,Desiigner,Panda,2016,6185.json,Desiigner,en
7,Adele,Hello,2016,6186.json,Adele,en
8,The Chainsmokers Featuring Daya,Don't Let Me Down,2016,6187.json,The Chainsmokers,en
9,Justin Timberlake,Can't Stop The Feeling!,2016,6188.json,Justin Timberlake,en
10,The Chainsmokers Featuring Halsey,Closer,2016,6189.json,The Chainsmokers,en
11,Sia Featuring Sean Paul,Cheap Thrills,2016,6190.json,Sia,en
12,Lukas Graham,7 Years,2016,6191.json,Lukas Graham,en
13,Rihanna,Needed Me,2016,6192.json,Rihanna,en
14,Flo Rida,My House,2016,6193.json,Flo Rida,en
15,Mike Posner,I Took A Pill In Ibiza,2016,6194.json,Mike Posner,en
16,Fifth Harmony Featuring Ty Dolla $ign,Work From Home,2016,6195.json,Fifth Harmony,en
17,Calvin Harris Featuring Rihanna,This Is What You Came For,2016,6196.json,Calvin Harris,en
18,DNCE,Cake By The Ocean,2016,6197.json,DNCE,en
20,twenty one pilots,Ride,2016,6199.json,twenty one pilots,en
21,twenty one pilots,Heathens,2016,6200.json,twenty one pilots,en
22,Zayn,Pillowtalk,2016,6201.json,Zayn,en
23,Shawn Mendes,Stitches,2016,6202.json,Shawn Mendes,en
24,Drake,Hotline Bling,2016,6203.json,Drake,en
25,Major Lazer Featuring Justin Bieber & MO,Cold Water,2016,6204.json,Major Lazer,en
26,Adele,Send My Love (To Your New Lover),2016,6205.json,Adele,en
27,The Chainsmokers Featuring Rozes,Roses,2016,6206.json,The Chainsmokers,en
28,Shawn Mendes,Treat You Better,2016,6207.json,Shawn Mendes,en
29,Drake Featuring Rihanna,Too Good,2016,6208.json,Drake,en
30,Future Featuring The Weeknd,Low Life,2016,6209.json,Future,en
31,Justin Bieber,What Do You Mean?,2016,6210.json,Justin Bieber,en
32,The Weeknd,The Hills,2016,6211.json,The Weeknd,en
33,P!nk,Just Like Fire,2016,6212.json,P!nk,en
34,D.R.A.M. Featuring Lil Yachty,Broccoli,2016,6213.json,D.R.A.M.,en
35,Bryson Tiller,Don't,2016,6214.json,Bryson Tiller,en
36,Ariana Grande,Dangerous Woman,2016,6215.json,Ariana Gr,en
37,Drake & Future,Jumpman,2016,6216.json,Drake,en
38,gnash Featuring Olivia O'Brien,I Hate U I Love U,2016,6217.json,gnash,en
39,Alessia Cara,Here,2016,6218.json,Alessia Cara,en
40,Selena Gomez,Same Old Love,2016,6219.json,Selena Gomez,en
41,Drake,Controlla,2016,6220.json,Drake,en
42,Meghan Trainor Featuring John Legend,Like I'm Gonna Lose You,2016,6221.json,Meghan Trainor,en
43,Charlie Puth,One Call Away,2016,6222.json,Charlie Puth,en
44,James Bay,Let It Go,2016,6223.json,James Bay,en
45,Meghan Trainor,No,2016,6224.json,Meghan Trainor,en
46,Zara Larsson & MNEK,Never Forget You,2016,6225.json,Zara Larsson,en
47,DJ Snake Featuring Justin Bieber,Let Me Love You,2016,6226.json,DJ Snake,en
48,Kent Jones,Don't Mind,2016,6227.json,Kent Jones,en
49,Florida Georgia Line,H.O.L.Y.,2016,6228.json,Florida Georgia Line,en
50,Charlie Puth Featuring Selena Gomez,We Don't Talk Anymore,2016,6229.json,Charlie Puth,en
51,Ariana Grande,Into You,2016,6230.json,Ariana Gr,en
52,Kiiara,Gold,2016,6231.json,Kiiara,en
53,Bryson Tiller,Exchange,2016,6232.json,Bryson Tiller,en
54,Fetty Wap Featuring Remy Boyz,679,2016,6233.json,Fetty Wap,en
55,Jeremih,Oui,2016,6234.json,Jeremih,en
56,Selena Gomez,Hands To Myself,2016,6235.json,Selena Gomez,en
57,Kevin Gates,2 Phones,2016,6236.json,Kevin Gates,en
58,The Weeknd Featuring Daft Punk,Starboy,2016,6237.json,The Weeknd,en
59,DJ Khaled Featuring Drake,For Free,2016,6238.json,DJ Khaled,en
60,Flume Featuring Kai,Never Be Like You,2016,6239.json,Flume,en
61,The Weeknd,In The Night,2016,6240.json,The Weeknd,en
62,Meghan Trainor,Me Too,2016,6241.json,Meghan Trainor,en
63,Elle King,Ex's & Oh's,2016,6242.json,Elle King,en
64,Thomas Rhett,Die A Happy Man,2016,6243.json,Thomas Rhett,en
65,Post Malone,White Iverson,2016,6244.json,Post Malone,en
66,Nick Jonas Featuring Tove Lo,Close,2016,6245.json,Nick Jonas,en
67,X Ambassadors,Unsteady,2016,6246.json,X Ambassadors,en
68,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",Sucker For Pain,2016,6247.json,"Lil Wayne, Wiz Khalifa",en
69,Yo Gotti Featuring Nicki Minaj,Down In The DM,2016,6248.json,Yo Gotti,en
70,Tory Lanez,Luv,2016,6249.json,Tory Lanez,en
71,Beyonce,Sorry,2016,6250.json,Beyonce,en
72,The Weeknd,Can't Feel My Face,2016,6251.json,The Weeknd,en
73,Coldplay,Hymn For The Weekend,2016,6252.json,Coldplay,en
74,Tory Lanez,Say It,2016,6253.json,Tory Lanez,en
75,Travis Scott,Antidote,2016,6254.json,Travis Scott,en
76,Ruth B,Lost Boy,2016,6255.json,Ruth B,en
77,Ariana Grande Featuring Nicki Minaj,Side To Side,2016,6256.json,Ariana Gr,en
78,Daya,"Sit Still, Look Pretty",2016,6257.json,Daya,en
79,Taylor Swift,Wildest Dreams,2016,6258.json,Taylor Swift,en
80,DJ Snake Featuring Bipolar Sunshine,Middle,2016,6259.json,DJ Snake,en
81,Ellie Goulding,On My Mind,2016,6260.json,Ellie Goulding,en
82,Drake Featuring The Throne,Pop Style,2016,6261.json,Drake,en
