Position,Artist,Song Title,Year,JSON file,Split Names,Song Language,Spotify ID,Spotify Artist,Spotify Song,Spotify Music Genre,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
41,Randy Newman,Short People,1978,2420.json,R,en,53yBKCc5S7u8zzutqepkiT,Randy Newman,Short People,"['disney', 'movie tunes', 'singer-songwriter']",0.68,176933.0,0.617,53yBKCc5S7u8zzutqepkiT,0.0674,2.0,0.12,-5.849,1.0,0.0378,121.356,4.0,https://api.spotify.com/v1/tracks/53yBKCc5S7u8zzutqepkiT,audio_features,spotify:track:53yBKCc5S7u8zzutqepkiT,0.54
43,Natalie Cole,Our Love,1978,2422.json,Natalie Cole,en,4sG2lkGzzYu7CAT0Z2V8Vu,Natalie Cole,Our Love Is Here To Stay,"['adult standards', 'lounge', 'mellow gold', 'neo mellow', 'quiet storm', 'soul', 'vocal jazz']",0.399,209960.0,0.0971,4sG2lkGzzYu7CAT0Z2V8Vu,3.83e-06,0.0,0.0715,-14.966,1.0,0.0285,68.897,4.0,https://api.spotify.com/v1/tracks/4sG2lkGzzYu7CAT0Z2V8Vu,audio_features,spotify:track:4sG2lkGzzYu7CAT0Z2V8Vu,0.135
44,Pablo Cruise,Love Will Find A Way,1978,2423.json,Pablo Cruise,en,2LqzuRukwnpeWYLXBtiwmq,Pablo Cruise,Love Will Find A Way,"['bubblegum pop', 'country rock', 'mellow gold', 'soft rock', 'yacht rock']",0.78,251427.0,0.491,2LqzuRukwnpeWYLXBtiwmq,1.8e-05,7.0,0.0677,-13.934,1.0,0.0351,124.238,4.0,https://api.spotify.com/v1/tracks/2LqzuRukwnpeWYLXBtiwmq,audio_features,spotify:track:2LqzuRukwnpeWYLXBtiwmq,0.843
45,Andy Gibb,An Everlasting Love,1978,2424.json,Andy Gibb,en,30IpEYZRHYmS8yZyMM5aYK,Andy Gibb,An Everlasting Love,"['adult standards', 'bubblegum pop', 'disco', 'mellow gold', 'quiet storm', 'soft rock']",0.665,250360.0,0.686,30IpEYZRHYmS8yZyMM5aYK,0.0,9.0,0.145,-6.542,1.0,0.0384,125.357,4.0,https://api.spotify.com/v1/tracks/30IpEYZRHYmS8yZyMM5aYK,audio_features,spotify:track:30IpEYZRHYmS8yZyMM5aYK,0.919
46,John Paul Young,Love Is In The Air,1978,2425.json,John Paul Young,en,3c4OULLWwgRqBfA2dJtRuY,John Paul Young,Love Is In The Air,"['australian dance', 'australian rock', 'classic uk pop']",0.557,210293.0,0.791,3c4OULLWwgRqBfA2dJtRuY,0.000264,0.0,0.0605,-7.201,1.0,0.0389,122.34,4.0,https://api.spotify.com/v1/tracks/3c4OULLWwgRqBfA2dJtRuY,audio_features,spotify:track:3c4OULLWwgRqBfA2dJtRuY,0.895
47,David Gates,Goodbye Girl,1978,2426.json,David Gates,en,3c6vdiLeV9DUbTMWk5H3se,David Gates,Goodbye Girl,"['adult standards', 'classic uk pop', 'mellow gold', 'soft rock']",0.467,168867.0,0.255,3c6vdiLeV9DUbTMWk5H3se,0.00031,8.0,0.273,-15.963,0.0,0.0372,120.174,4.0,https://api.spotify.com/v1/tracks/3c6vdiLeV9DUbTMWk5H3se,audio_features,spotify:track:3c6vdiLeV9DUbTMWk5H3se,0.243
48,Paul Simon,Slip Slidin' Away,1978,2427.json,Paul Simon,en,0zb2kpEQMnqJPiLACKMiFM,Paul Simon,Slip Slidin' Away,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'permanent wave', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",0.641,285053.0,0.409,0zb2kpEQMnqJPiLACKMiFM,2.58e-06,8.0,0.118,-12.452,1.0,0.0348,121.165,4.0,https://api.spotify.com/v1/tracks/0zb2kpEQMnqJPiLACKMiFM,audio_features,spotify:track:0zb2kpEQMnqJPiLACKMiFM,0.315
49,Heatwave,The Groove Line,1978,2428.json,Heatwave,en,3ptTr5IwiVaLcRDqfIypMs,Heatwave,The Groove Line,"['brit funk', 'classic soul', 'disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",0.745,264120.0,0.734,3ptTr5IwiVaLcRDqfIypMs,0.00471,11.0,0.299,-9.835,0.0,0.03,119.634,4.0,https://api.spotify.com/v1/tracks/3ptTr5IwiVaLcRDqfIypMs,audio_features,spotify:track:3ptTr5IwiVaLcRDqfIypMs,0.777
51,Atlanta Rhythm Section,Imaginary Lover,1978,2430.json,Atlanta Rhythm Section,en,3qxBN4nWvSDibXmEq5of9E,Atlanta Rhythm Section,Imaginary Lover,"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'southern rock', 'yacht rock']",0.598,307467.0,0.374,3qxBN4nWvSDibXmEq5of9E,0.548,9.0,0.128,-14.085,0.0,0.0259,109.499,4.0,https://api.spotify.com/v1/tracks/3qxBN4nWvSDibXmEq5of9E,audio_features,spotify:track:3qxBN4nWvSDibXmEq5of9E,0.413
52,Bob Seger and The Silver Bullet Band,Still The Same,1978,2431.json,Bob Seger,en,1Ryxsiacu8pUXIMCVnIQ8J,Bob Seger,Still The Same,"['album rock', 'classic rock', 'country rock', 'detroit rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",0.709,203547.0,0.767,1Ryxsiacu8pUXIMCVnIQ8J,0.000172,0.0,0.0592,-6.732,1.0,0.0283,115.64,4.0,https://api.spotify.com/v1/tracks/1Ryxsiacu8pUXIMCVnIQ8J,audio_features,spotify:track:1Ryxsiacu8pUXIMCVnIQ8J,0.557
53,Toby Beau,My Angel Baby,1978,2432.json,Toby Beau,en,1y7WvkMyhfW3TFEgPNxkdo,Toby Beau,My Angel Baby,[],0.582,212402.0,0.487,1y7WvkMyhfW3TFEgPNxkdo,0.000113,9.0,0.0613,-8.09,1.0,0.0289,104.201,3.0,https://api.spotify.com/v1/tracks/1y7WvkMyhfW3TFEgPNxkdo,audio_features,spotify:track:1y7WvkMyhfW3TFEgPNxkdo,0.6
55,George Benson,On Broadway,1978,2434.json,George Benson,en,2oFxITGDiTZ1JRwP8yinRt,George Benson,On Broadway,"['adult standards', 'disco', 'jazz funk', 'jazz guitar', 'motown', 'quiet storm', 'smooth jazz', 'soul jazz', 'yacht rock']",0.77,316160.0,0.319,2oFxITGDiTZ1JRwP8yinRt,0.000151,10.0,0.0687,-17.098,0.0,0.0579,117.232,4.0,https://api.spotify.com/v1/tracks/2oFxITGDiTZ1JRwP8yinRt,audio_features,spotify:track:2oFxITGDiTZ1JRwP8yinRt,0.863
56,Styx,Come Sail Away,1978,2435.json,Styx,en,0PsbWiVtix5FoTZ1s00mEl,Styx,Come Sail Away,"['album rock', 'art rock', 'classic rock', 'hard rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",0.324,367000.0,0.335,0PsbWiVtix5FoTZ1s00mEl,1.08e-06,0.0,0.0995,-15.595,1.0,0.0355,119.513,4.0,https://api.spotify.com/v1/tracks/0PsbWiVtix5FoTZ1s00mEl,audio_features,spotify:track:0PsbWiVtix5FoTZ1s00mEl,0.141
57,L.T.D.,Back In Love Again,1978,2436.json,L.T.D.,en,6dQSzIIt4gNE9BpF02Tus4,L.T.D.,Back In Love Again,"['classic soul', 'disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",0.83,284733.0,0.559,6dQSzIIt4gNE9BpF02Tus4,4.85e-05,10.0,0.189,-14.609,0.0,0.132,109.34,4.0,https://api.spotify.com/v1/tracks/6dQSzIIt4gNE9BpF02Tus4,audio_features,spotify:track:6dQSzIIt4gNE9BpF02Tus4,0.877
58,Player,This Time I'm In It For Love,1978,2437.json,Player,en,0WEbxRkrGvgDQ5eBm6iH8n,Player,This Time I'm In It For Love,"['mellow gold', 'soft rock', 'yacht rock']",0.687,265221.0,0.409,0WEbxRkrGvgDQ5eBm6iH8n,7.21e-06,7.0,0.0768,-11.369,1.0,0.0301,104.448,4.0,https://api.spotify.com/v1/tracks/0WEbxRkrGvgDQ5eBm6iH8n,audio_features,spotify:track:0WEbxRkrGvgDQ5eBm6iH8n,0.828
59,Carly Simon,You Belong To Me,1978,2438.json,Carly Simon,en,3pErM4EiWKf3k8KU3jjbXn,Carly Simon,You Belong to Me,"['adult standards', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'soft rock']",0.635,232667.0,0.661,3pErM4EiWKf3k8KU3jjbXn,1.01e-05,5.0,0.0906,-7.848,0.0,0.0471,108.975,4.0,https://api.spotify.com/v1/tracks/3pErM4EiWKf3k8KU3jjbXn,audio_features,spotify:track:3pErM4EiWKf3k8KU3jjbXn,0.857
60,Dolly Parton,Here You Come Again,1978,2439.json,Dolly Parton,en,6H7nDglS6xWpRidbhMwI2L,Dolly Parton,Here You Come Again,"['classic country pop', 'country', 'country dawn']",0.585,179491.0,0.511,6H7nDglS6xWpRidbhMwI2L,0.007,1.0,0.0392,-9.37,1.0,0.0391,105.898,4.0,https://api.spotify.com/v1/tracks/6H7nDglS6xWpRidbhMwI2L,audio_features,spotify:track:6H7nDglS6xWpRidbhMwI2L,0.552
61,Linda Ronstadt,Blue Bayou,1978,2440.json,Linda Ronstadt,en,3zxklD2EGecZre9MjEEvIU,Linda Ronstadt,Blue Bayou,"['adult standards', 'classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock']",0.732,239400.0,0.161,3zxklD2EGecZre9MjEEvIU,0.000379,11.0,0.105,-12.817,1.0,0.0306,95.21,4.0,https://api.spotify.com/v1/tracks/3zxklD2EGecZre9MjEEvIU,audio_features,spotify:track:3zxklD2EGecZre9MjEEvIU,0.5
62,Steely Dan,Peg,1978,2441.json,Steely Dan,en,5DQAHkO9U4IZIombHefcqK,Steely Dan,Peg,"['album rock', 'art rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'yacht rock']",0.797,240293.0,0.566,5DQAHkO9U4IZIombHefcqK,0.000362,7.0,0.14,-11.132,1.0,0.0321,116.976,4.0,https://api.spotify.com/v1/tracks/5DQAHkO9U4IZIombHefcqK,audio_features,spotify:track:5DQAHkO9U4IZIombHefcqK,0.939
63,Anne Murray,You Needed Me,1978,2442.json,Anne Murray,en,5d4E1hgkLyb7sXr5J3InnM,Anne Murray,You Needed Me,"['adult standards', 'bubblegum pop', 'canadian country', 'canadian pop', 'folk rock', 'mellow gold', 'soft rock']",0.497,220267.0,0.296,5d4E1hgkLyb7sXr5J3InnM,0.0,9.0,0.106,-10.756,1.0,0.0302,62.204,4.0,https://api.spotify.com/v1/tracks/5d4E1hgkLyb7sXr5J3InnM,audio_features,spotify:track:5d4E1hgkLyb7sXr5J3InnM,0.171
64,"Evelyn ""Champagne"" King",Shame,1978,2443.json,"Evelyn ""Champagne"" King",en,6KlnQC66NiJTdO88aL62SF,"Evelyn ""Champagne"" King",Shame,"['disco', 'funk', 'minneapolis sound', 'motown', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",0.714,392800.0,0.665,6KlnQC66NiJTdO88aL62SF,0.131,11.0,0.0655,-10.948,0.0,0.0381,133.805,4.0,https://api.spotify.com/v1/tracks/6KlnQC66NiJTdO88aL62SF,audio_features,spotify:track:6KlnQC66NiJTdO88aL62SF,0.805
65,Little River Band,Reminiscing,1978,2444.json,Little River B,en,34D6mvDTAPypm92EPs8Rxa,Little River Band,Reminiscing - Remastered,"['album rock', 'art rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",0.54,253080.0,0.465,34D6mvDTAPypm92EPs8Rxa,0.00544,7.0,0.132,-11.259,1.0,0.0302,94.731,4.0,https://api.spotify.com/v1/tracks/34D6mvDTAPypm92EPs8Rxa,audio_features,spotify:track:34D6mvDTAPypm92EPs8Rxa,0.341
66,Jefferson Starship,Count On Me,1978,2445.json,Jefferson Starship,en,3ssnFwx5lu6qxhLBR0vutB,Jefferson Starship,Count on Me,"['album rock', 'art rock', 'blues rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']",0.552,194893.0,0.325,3ssnFwx5lu6qxhLBR0vutB,1.27e-05,9.0,0.453,-14.908,1.0,0.0284,111.937,4.0,https://api.spotify.com/v1/tracks/3ssnFwx5lu6qxhLBR0vutB,audio_features,spotify:track:3ssnFwx5lu6qxhLBR0vutB,0.736
67,Eddie Money,Baby Hold On,1978,2446.json,Eddie Money,en,5ZYvcJ04ccUw2Matbnmu0U,Eddie Money,Baby Hold On,"['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'pop rock', 'rock', 'soft rock']",0.642,210827.0,0.641,5ZYvcJ04ccUw2Matbnmu0U,1.23e-06,2.0,0.0475,-12.444,1.0,0.049,120.316,4.0,https://api.spotify.com/v1/tracks/5ZYvcJ04ccUw2Matbnmu0U,audio_features,spotify:track:5ZYvcJ04ccUw2Matbnmu0U,0.85
68,Shaun Cassidy,Hey Deanie,1978,2447.json,Shaun Cassidy,en,0inlixqQpYphAQY7K38NAZ,Shaun Cassidy,Hey Deanie,['bubblegum pop'],0.624,219307.0,0.769,0inlixqQpYphAQY7K38NAZ,4.37e-06,5.0,0.331,-10.718,1.0,0.028,130.184,4.0,https://api.spotify.com/v1/tracks/0inlixqQpYphAQY7K38NAZ,audio_features,spotify:track:0inlixqQpYphAQY7K38NAZ,0.96
70,Lynyrd Skynyrd,What's Your Name,1978,2449.json,Lynyrd Skynyrd,en,0uZs7p6cbEUNwGMdfNj9Kk,Lynyrd Skynyrd,What's Your Name,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'southern rock']",0.646,213267.0,0.574,0uZs7p6cbEUNwGMdfNj9Kk,4.19e-05,7.0,0.135,-9.352,1.0,0.0285,135.175,4.0,https://api.spotify.com/v1/tracks/0uZs7p6cbEUNwGMdfNj9Kk,audio_features,spotify:track:0uZs7p6cbEUNwGMdfNj9Kk,0.933
72,Patti Smith,Because The Night,1978,2451.json,Patti Smith,en,0lIoY4ZQsdn5QzhraM9o9u,Patti Smith,Because the Night,"['art punk', 'art rock', 'folk rock', 'permanent wave', 'protopunk', 'rock']",0.466,204800.0,0.763,0lIoY4ZQsdn5QzhraM9o9u,0.0,11.0,0.119,-7.748,0.0,0.0391,123.539,4.0,https://api.spotify.com/v1/tracks/0lIoY4ZQsdn5QzhraM9o9u,audio_features,spotify:track:0lIoY4ZQsdn5QzhraM9o9u,0.473
73,Robert Palmer,Every Kinda People,1978,2452.json,Robert Palmer,en,38E7U60ipLSTVDcPIuVzZw,Robert Palmer,Every Kinda People,"['album rock', 'art rock', 'blues rock', 'classic rock', 'dance rock', 'folk rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'yacht rock']",0.573,198147.0,0.545,38E7U60ipLSTVDcPIuVzZw,0.000169,6.0,0.0466,-12.636,1.0,0.0436,94.404,4.0,https://api.spotify.com/v1/tracks/38E7U60ipLSTVDcPIuVzZw,audio_features,spotify:track:38E7U60ipLSTVDcPIuVzZw,0.95
75,Heatwave,Always And Forever,1978,2454.json,Heatwave,en,3w0pyHgJJW9JN0cJxmi33Z,Heatwave,Always and Forever,"['brit funk', 'classic soul', 'disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",0.333,377107.0,0.156,3w0pyHgJJW9JN0cJxmi33Z,2.32e-05,2.0,0.151,-17.574,1.0,0.0335,71.441,3.0,https://api.spotify.com/v1/tracks/3w0pyHgJJW9JN0cJxmi33Z,audio_features,spotify:track:3w0pyHgJJW9JN0cJxmi33Z,0.195
76,Rick James,You And I,1978,2455.json,Rick James,en,5Mhf6GA6G6ugP2x7mnAGyY,Rick James,You And I,"['disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'synth funk']",0.782,486027.0,0.874,5Mhf6GA6G6ugP2x7mnAGyY,0.00327,8.0,0.572,-6.651,0.0,0.0759,119.378,4.0,https://api.spotify.com/v1/tracks/5Mhf6GA6G6ugP2x7mnAGyY,audio_features,spotify:track:5Mhf6GA6G6ugP2x7mnAGyY,0.826
78,Bob Welch,Sentimental Lady,1978,2457.json,Bob Welch,en,478thMMvYGris8eJPcDRoq,Bob Welch,Sentimental Lady,"['classic rock', 'country rock', 'mellow gold', 'soft rock', 'yacht rock']",0.445,178693.0,0.471,478thMMvYGris8eJPcDRoq,0.0,4.0,0.268,-16.218,1.0,0.0328,71.041,4.0,https://api.spotify.com/v1/tracks/478thMMvYGris8eJPcDRoq,audio_features,spotify:track:478thMMvYGris8eJPcDRoq,0.562
81,Michael Johnson,Bluer Than Blue,1978,2460.json,Michael Johnson,en,1cAHI9tJN6oHMdG4ghlQKY,Michael Johnson,Bluer Than Blue,"['adult standards', 'mellow gold', 'soft rock']",0.356,179667.0,0.251,1cAHI9tJN6oHMdG4ghlQKY,0.0,8.0,0.157,-14.24,1.0,0.0307,137.875,4.0,https://api.spotify.com/v1/tracks/1cAHI9tJN6oHMdG4ghlQKY,audio_features,spotify:track:1cAHI9tJN6oHMdG4ghlQKY,0.395
82,Jackson Browne,Running On Empty,1978,2461.json,Jackson Browne,en,6aqm56xP40foYBBtAWWrnY,Jackson Browne,Running on Empty,"['album rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",0.541,291893.0,0.711,6aqm56xP40foYBBtAWWrnY,0.0201,9.0,0.719,-13.492,1.0,0.0383,136.58,4.0,https://api.spotify.com/v1/tracks/6aqm56xP40foYBBtAWWrnY,audio_features,spotify:track:6aqm56xP40foYBBtAWWrnY,0.588
83,Kenny Loggins,"Whenever I Call You ""Friend""",1978,2462.json,Kenny Loggins,en,5NCY3uTCovd93aqwbodUhm,Kenny Loggins,"Whenever I Call You ""Friend"" (feat. Stevie Nicks)","['album rock', 'classic rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock', 'yacht rock']",0.461,237827.0,0.551,5NCY3uTCovd93aqwbodUhm,0.0,0.0,0.11,-13.095,1.0,0.0345,129.716,4.0,https://api.spotify.com/v1/tracks/5NCY3uTCovd93aqwbodUhm,audio_features,spotify:track:5NCY3uTCovd93aqwbodUhm,0.689
84,Chris Rea,Fool (If You Think It's Over),1978,2463.json,Chris Rea,en,0UHiH4dy1hXULYl8CgNxRV,Chris Rea,Fool (If You Think It's Over),"['blues rock', 'classic rock', 'mellow gold', 'soft rock', 'sophisti-pop']",0.722,284533.0,0.412,0UHiH4dy1hXULYl8CgNxRV,2.5e-05,4.0,0.0448,-14.3,0.0,0.0267,105.927,4.0,https://api.spotify.com/v1/tracks/0UHiH4dy1hXULYl8CgNxRV,audio_features,spotify:track:0UHiH4dy1hXULYl8CgNxRV,0.91
85,Foxy,Get Off,1978,2464.json,Foxy,en,21IypW8aMJ2iUhzrXe3hKO,Foxy,Get Off - Remastered,"['disco', 'funk']",0.93,341293.0,0.547,21IypW8aMJ2iUhzrXe3hKO,0.000856,9.0,0.056,-8.289,1.0,0.219,130.793,4.0,https://api.spotify.com/v1/tracks/21IypW8aMJ2iUhzrXe3hKO,audio_features,spotify:track:21IypW8aMJ2iUhzrXe3hKO,0.955
87,Joe Walsh,Life's Been Good,1978,2466.json,Joe Walsh,en,2wvMC5EyaaYQwBfiwwY2xE,Joe Walsh,Life's Been Good,"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'southern rock', 'symphonic rock']",0.505,536227.0,0.476,2wvMC5EyaaYQwBfiwwY2xE,0.00915,2.0,0.113,-12.897,1.0,0.0711,99.31,4.0,https://api.spotify.com/v1/tracks/2wvMC5EyaaYQwBfiwwY2xE,audio_features,spotify:track:2wvMC5EyaaYQwBfiwwY2xE,0.542
90,Linda Ronstadt,It's So Easy,1978,2469.json,Linda Ronstadt,en,6AZyiAl6mr3Jcp6AlmiQwF,Linda Ronstadt,It's so Easy,"['adult standards', 'classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock']",0.623,145173.0,0.764,6AZyiAl6mr3Jcp6AlmiQwF,0.0,4.0,0.841,-4.686,1.0,0.0418,119.717,4.0,https://api.spotify.com/v1/tracks/6AZyiAl6mr3Jcp6AlmiQwF,audio_features,spotify:track:6AZyiAl6mr3Jcp6AlmiQwF,0.894
91,Odyssey,Native New Yorker,1978,2470.json,Odyssey,en,0PVgef4kvggErf7OS2oktc,Odyssey,Native New Yorker,"['classic uk pop', 'disco', 'hammond organ', 'motown', 'post-disco', 'quiet storm', 'soul']",0.539,259733.0,0.921,0PVgef4kvggErf7OS2oktc,0.000102,1.0,0.655,-6.662,1.0,0.138,109.787,4.0,https://api.spotify.com/v1/tracks/0PVgef4kvggErf7OS2oktc,audio_features,spotify:track:0PVgef4kvggErf7OS2oktc,0.69
94,Electric Light Orchestra,Turn To Stone,1978,2473.json,Electric Light Orchestra,en,1Pd1h30mgU05QkWYhgFzwt,Electric Light Orchestra,Turn to Stone,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']",0.548,229093.0,0.72,1Pd1h30mgU05QkWYhgFzwt,0.000232,1.0,0.107,-9.777,0.0,0.0409,140.966,4.0,https://api.spotify.com/v1/tracks/1Pd1h30mgU05QkWYhgFzwt,audio_features,spotify:track:1Pd1h30mgU05QkWYhgFzwt,0.458
95,Eruption,I Can't Stand The Rain,1978,2474.json,Eruption,en,2SWmfd8iv4CiBOztWJebux,Eruption,I Can't Stand the Rain,['disco'],0.708,185733.0,0.693,2SWmfd8iv4CiBOztWJebux,0.000515,11.0,0.162,-9.557,1.0,0.0917,108.319,4.0,https://api.spotify.com/v1/tracks/2SWmfd8iv4CiBOztWJebux,audio_features,spotify:track:2SWmfd8iv4CiBOztWJebux,0.892
96,Bob Welch,Ebony Eyes,1978,2475.json,Bob Welch,en,4OLRw2NSxCyNkfCs8Uwvwg,Bob Welch,Ebony Eyes,"['classic rock', 'country rock', 'mellow gold', 'soft rock', 'yacht rock']",0.698,212760.0,0.676,4OLRw2NSxCyNkfCs8Uwvwg,2.57e-05,11.0,0.112,-11.717,1.0,0.0277,116.486,4.0,https://api.spotify.com/v1/tracks/4OLRw2NSxCyNkfCs8Uwvwg,audio_features,spotify:track:4OLRw2NSxCyNkfCs8Uwvwg,0.961
97,ABBA,The Name Of The Game,1978,2476.json,ABBA,en,1lDo24S34NvI1pAg7Oxldc,ABBA,The Name Of The Game,"['europop', 'swedish pop']",0.656,291867.0,0.565,1lDo24S34NvI1pAg7Oxldc,0.000192,9.0,0.0629,-8.722,1.0,0.0301,77.049,4.0,https://api.spotify.com/v1/tracks/1lDo24S34NvI1pAg7Oxldc,audio_features,spotify:track:1lDo24S34NvI1pAg7Oxldc,0.615
99,Bob Seger and The Silver Bullet Band,Hollywood Nights,1978,2478.json,Bob Seger,en,5VbePtZp1at8gH990zVyTI,Bob Seger,Hollywood Nights,"['album rock', 'classic rock', 'country rock', 'detroit rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",0.529,302627.0,0.968,5VbePtZp1at8gH990zVyTI,0.00034,9.0,0.201,-5.198,1.0,0.0503,150.326,4.0,https://api.spotify.com/v1/tracks/5VbePtZp1at8gH990zVyTI,audio_features,spotify:track:5VbePtZp1at8gH990zVyTI,0.751
100,Steely Dan,Deacon Blues,1978,2479.json,Steely Dan,en,7Hx2EA4wGaxtsiZCVVLV1i,Steely Dan,Deacon Blues,"['album rock', 'art rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'yacht rock']",0.75,456640.0,0.58,7Hx2EA4wGaxtsiZCVVLV1i,0.000472,0.0,0.105,-12.475,1.0,0.0355,115.871,4.0,https://api.spotify.com/v1/tracks/7Hx2EA4wGaxtsiZCVVLV1i,audio_features,spotify:track:7Hx2EA4wGaxtsiZCVVLV1i,0.614
2,Donna Summer,Bad Girls,1979,2481.json,Donna Summer,en,1ibRqifchaAfeNdQGpbRVW,Donna Summer,Bad Girls,"['dance pop', 'disco', 'hi-nrg', 'motown', 'new wave pop']",0.857,295107.0,0.7,1ibRqifchaAfeNdQGpbRVW,0.0164,2.0,0.411,-14.506,0.0,0.0358,120.529,4.0,https://api.spotify.com/v1/tracks/1ibRqifchaAfeNdQGpbRVW,audio_features,spotify:track:1ibRqifchaAfeNdQGpbRVW,0.973
4,Rod Stewart,Da Ya Think I'm Sexy,1979,2483.json,Rod Stewart,en,4z7maGZkAonDlXlwo8q69f,Rod Stewart,Da Ya Think I'm Sexy?,"['mellow gold', 'soft rock']",0.715,331333.0,0.689,4z7maGZkAonDlXlwo8q69f,0.000192,2.0,0.111,-8.065,0.0,0.029,111.504,4.0,https://api.spotify.com/v1/tracks/4z7maGZkAonDlXlwo8q69f,audio_features,spotify:track:4z7maGZkAonDlXlwo8q69f,0.852
6,Gloria Gaynor,I Will Survive,1979,2485.json,Gloria Gaynor,en,7cv28LXcjAC3GsXbUvXKbX,Gloria Gaynor,I Will Survive - Single Version,['disco'],0.777,198066.0,0.725,7cv28LXcjAC3GsXbUvXKbX,0.00805,0.0,0.246,-8.681,1.0,0.05,116.669,4.0,https://api.spotify.com/v1/tracks/7cv28LXcjAC3GsXbUvXKbX,audio_features,spotify:track:7cv28LXcjAC3GsXbUvXKbX,0.529
7,Donna Summer,Hot Stuff,1979,2486.json,Donna Summer,en,2Vnw8zKmjhr1jczUeaqiQg,Donna Summer,"Hot Stuff - 12"" Version","['dance pop', 'disco', 'hi-nrg', 'motown', 'new wave pop']",0.796,407053.0,0.892,2Vnw8zKmjhr1jczUeaqiQg,0.0187,0.0,0.0717,-8.31,1.0,0.0333,120.4,4.0,https://api.spotify.com/v1/tracks/2Vnw8zKmjhr1jczUeaqiQg,audio_features,spotify:track:2Vnw8zKmjhr1jczUeaqiQg,0.965
8,Village People,Y.M.C.A.,1979,2487.json,Village People,en,4YOJFyjqh8eAcbKFfv88mV,Village People,Y.M.C.A.,['disco'],0.75,286667.0,0.785,4YOJFyjqh8eAcbKFfv88mV,0.0,6.0,0.0601,-10.926,1.0,0.0591,126.361,4.0,https://api.spotify.com/v1/tracks/4YOJFyjqh8eAcbKFfv88mV,audio_features,spotify:track:4YOJFyjqh8eAcbKFfv88mV,0.752
9,Anita Ward,Ring My Bell,1979,2488.json,Anita Ward,en,7GK2KVYH8FrTC9zehmjVMd,Anita Ward,Ring My Bell,['disco'],0.781,491933.0,0.556,7GK2KVYH8FrTC9zehmjVMd,0.0907,5.0,0.0339,-13.067,0.0,0.0611,125.999,4.0,https://api.spotify.com/v1/tracks/7GK2KVYH8FrTC9zehmjVMd,audio_features,spotify:track:7GK2KVYH8FrTC9zehmjVMd,0.968
10,Robert John,Sad Eyes,1979,2489.json,Robert John,en,3w3rLh6wmne91BS2rwgcog,Robert John,Sad Eyes - Remastered,"['bubblegum pop', 'soft rock']",0.431,253213.0,0.463,3w3rLh6wmne91BS2rwgcog,0.00282,0.0,0.132,-7.342,1.0,0.0268,107.19,3.0,https://api.spotify.com/v1/tracks/3w3rLh6wmne91BS2rwgcog,audio_features,spotify:track:3w3rLh6wmne91BS2rwgcog,0.687
