Position,Artist,Song Title,Year,JSON file,Split Names,Song Language,Spotify ID,Spotify Artist,Spotify Song,Spotify Music Genre,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
2,Nat King Cole,Mona Lisa,1950,1.json,Nat King Cole,en,5dae01pKNjRQtgOeAkFzPY,Nat King Cole,Mona Lisa,"['adult standards', 'lounge', 'vocal jazz']",0.241,194987.0,0.237,5dae01pKNjRQtgOeAkFzPY,0.0,1.0,0.113,-12.201,1.0,0.0371,174.578,3.0,https://api.spotify.com/v1/tracks/5dae01pKNjRQtgOeAkFzPY,audio_features,spotify:track:5dae01pKNjRQtgOeAkFzPY,0.303
5,Gary and Bing Crosby,Simple Melody,1950,4.json,Gary,en,33FdwvfiSBRbE2AQ4UehaR,Bing Crosby,Play A Simple Melody - Single Version,"['adult standards', 'easy listening', 'lounge']",0.658,175693.0,0.229,33FdwvfiSBRbE2AQ4UehaR,3.51e-06,10.0,0.167,-13.755,1.0,0.0473,138.8,3.0,https://api.spotify.com/v1/tracks/33FdwvfiSBRbE2AQ4UehaR,audio_features,spotify:track:33FdwvfiSBRbE2AQ4UehaR,0.829
6,Teresa Brewer,"Music, Music, Music",1950,5.json,Teresa Brewer,en,0lO5EKoz1Rb1pJoPoldE4D,Teresa Brewer,(Put Another Nickel In) Music! Music! Music!,"['adult standards', 'deep adult standards']",0.752,160667.0,0.443,0lO5EKoz1Rb1pJoPoldE4D,2.11e-05,2.0,0.154,-14.392,1.0,0.0398,99.136,4.0,https://api.spotify.com/v1/tracks/0lO5EKoz1Rb1pJoPoldE4D,audio_features,spotify:track:0lO5EKoz1Rb1pJoPoldE4D,0.919
7,Guy Lombardo,Third Man Theme,1950,6.json,Guy Lombardo,en,6kVfwQOc2PjVPwbk0aEmN9,Guy Lombardo,Third Man Theme,"['adult standards', 'big band', 'easy listening', 'lounge', 'swing', 'tin pan alley']",0.809,177333.0,0.195,6kVfwQOc2PjVPwbk0aEmN9,0.636,0.0,0.0849,-10.808,1.0,0.0358,115.59,4.0,https://api.spotify.com/v1/tracks/6kVfwQOc2PjVPwbk0aEmN9,audio_features,spotify:track:6kVfwQOc2PjVPwbk0aEmN9,0.536
8,Red Foley,Chattanoogie Shoe Shine Boy,1950,7.json,Red Foley,en,7Jf323ttHKUnPylFWiaGl3,Red Foley,Chattanoogie Shoe Shine Boy - 1949 Single Version,['western swing'],0.725,169000.0,0.373,7Jf323ttHKUnPylFWiaGl3,0.0202,10.0,0.118,-15.925,1.0,0.0494,148.367,4.0,https://api.spotify.com/v1/tracks/7Jf323ttHKUnPylFWiaGl3,audio_features,spotify:track:7Jf323ttHKUnPylFWiaGl3,0.846
9,Sammy Kaye,Harbor Lights,1950,8.json,Sammy Kaye,en,3xFxJfWdXI3QVj7t9I553s,Sammy Kaye,Harbor Lights,[],0.311,202627.0,0.0584,3xFxJfWdXI3QVj7t9I553s,0.00196,2.0,0.107,-21.025,1.0,0.0313,85.587,4.0,https://api.spotify.com/v1/tracks/3xFxJfWdXI3QVj7t9I553s,audio_features,spotify:track:3xFxJfWdXI3QVj7t9I553s,0.131
12,Kay Starr,Bonaparte's Retreat,1950,11.json,Kay Starr,en,6KGLzNnPIydq6vXQuWKmqF,Kay Starr,Bonaparte's Retreat,"['adult standards', 'big band', 'brill building pop', 'easy listening', 'lounge', 'swing', 'torch song', 'vocal jazz']",0.647,157973.0,0.29,6KGLzNnPIydq6vXQuWKmqF,0.0,8.0,0.223,-12.348,1.0,0.033,136.9,4.0,https://api.spotify.com/v1/tracks/6KGLzNnPIydq6vXQuWKmqF,audio_features,spotify:track:6KGLzNnPIydq6vXQuWKmqF,0.794
14,Tony Martin,There's No Tomorrow,1950,13.json,Tony Martin,en,6LkJcX34c0lPCNfHXZiVVo,Tony Martin,There's No Tomorrow,[],0.271,195160.0,0.214,6LkJcX34c0lPCNfHXZiVVo,0.0278,10.0,0.437,-10.171,1.0,0.0304,93.787,4.0,https://api.spotify.com/v1/tracks/6LkJcX34c0lPCNfHXZiVVo,audio_features,spotify:track:6LkJcX34c0lPCNfHXZiVVo,0.196
18,Patti Page,Tennessee Waltz,1950,17.json,Patti Page,en,0BHroBUvBAp561BYqC9LRK,Patti Page,Tennessee Waltz,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'vocal jazz']",0.373,185000.0,0.124,0BHroBUvBAp561BYqC9LRK,0.000891,5.0,0.123,-12.95,1.0,0.0342,86.857,3.0,https://api.spotify.com/v1/tracks/0BHroBUvBAp561BYqC9LRK,audio_features,spotify:track:0BHroBUvBAp561BYqC9LRK,0.351
18,Patti Page,Tennessee Waltz,1950,17.json,Patti Page,en,0BHroBUvBAp561BYqC9LRK,Patti Page,Tennessee Waltz,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'vocal jazz']",0.373,185000.0,0.124,0BHroBUvBAp561BYqC9LRK,0.000891,5.0,0.123,-12.95,1.0,0.0342,86.857,3.0,https://api.spotify.com/v1/tracks/0BHroBUvBAp561BYqC9LRK,audio_features,spotify:track:0BHroBUvBAp561BYqC9LRK,0.351
10,Patti Page,Tennessee Waltz,1951,39.json,Patti Page,en,0BHroBUvBAp561BYqC9LRK,Patti Page,Tennessee Waltz,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'vocal jazz']",0.373,185000.0,0.124,0BHroBUvBAp561BYqC9LRK,0.000891,5.0,0.123,-12.95,1.0,0.0342,86.857,3.0,https://api.spotify.com/v1/tracks/0BHroBUvBAp561BYqC9LRK,audio_features,spotify:track:0BHroBUvBAp561BYqC9LRK,0.351
10,Patti Page,Tennessee Waltz,1951,39.json,Patti Page,en,0BHroBUvBAp561BYqC9LRK,Patti Page,Tennessee Waltz,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'vocal jazz']",0.373,185000.0,0.124,0BHroBUvBAp561BYqC9LRK,0.000891,5.0,0.123,-12.95,1.0,0.0342,86.857,3.0,https://api.spotify.com/v1/tracks/0BHroBUvBAp561BYqC9LRK,audio_features,spotify:track:0BHroBUvBAp561BYqC9LRK,0.351
21,Patti Page,All My Love,1950,20.json,Patti Page,en,19vjeNqhgk0vhH5TuxDok9,Patti Page,All My Love,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'vocal jazz']",0.627,194333.0,0.193,19vjeNqhgk0vhH5TuxDok9,1.49e-06,8.0,0.119,-14.935,1.0,0.0451,123.231,4.0,https://api.spotify.com/v1/tracks/19vjeNqhgk0vhH5TuxDok9,audio_features,spotify:track:19vjeNqhgk0vhH5TuxDok9,0.596
25,Perry Como,Hoop-Dee-Doo,1950,24.json,Perry Como,en,1JTMYTNi06lZQXOnVRpoK0,Perry Como,Hoop-Dee-Doo,"['adult standards', 'brill building pop', 'easy listening', 'lounge']",0.668,174933.0,0.446,1JTMYTNi06lZQXOnVRpoK0,0.0,1.0,0.542,-9.807,1.0,0.0507,133.329,4.0,https://api.spotify.com/v1/tracks/1JTMYTNi06lZQXOnVRpoK0,audio_features,spotify:track:1JTMYTNi06lZQXOnVRpoK0,0.928
28,Billy Eckstine,My Foolish Heart,1950,27.json,Billy Eckstine,en,4UnRb3Fmb8F2h2a1xKj6uK,Billy Eckstine,My Foolish Heart,"['adult standards', 'big band', 'lounge', 'swing', 'vocal jazz']",0.218,183573.0,0.186,4UnRb3Fmb8F2h2a1xKj6uK,0.141,9.0,0.379,-13.342,1.0,0.0382,170.877,4.0,https://api.spotify.com/v1/tracks/4UnRb3Fmb8F2h2a1xKj6uK,audio_features,spotify:track:4UnRb3Fmb8F2h2a1xKj6uK,0.113
29,Bing Crosby,Dear Hearts And Gentle People,1950,28.json,Bing Crosby,en,2HMUSawpXRiYeLFh1122Rl,Bing Crosby,Dear Hearts And Gentle People,"['adult standards', 'easy listening', 'lounge']",0.782,161893.0,0.31,2HMUSawpXRiYeLFh1122Rl,0.000793,2.0,0.139,-11.702,1.0,0.0385,107.73,3.0,https://api.spotify.com/v1/tracks/2HMUSawpXRiYeLFh1122Rl,audio_features,spotify:track:2HMUSawpXRiYeLFh1122Rl,0.742
30,Frankie Laine,Cry Of The Wild Goose,1950,29.json,Frankie Laine,en,0b0bKit4qoLBliu2KRxl3O,Frankie Laine,The Cry of the Wild Goose,"['adult standards', 'brill building pop', 'cowboy western', 'deep adult standards', 'easy listening', 'lounge', 'rock-and-roll']",0.572,172840.0,0.273,0b0bKit4qoLBliu2KRxl3O,0.0,5.0,0.268,-14.906,0.0,0.0526,80.236,4.0,https://api.spotify.com/v1/tracks/0b0bKit4qoLBliu2KRxl3O,audio_features,spotify:track:0b0bKit4qoLBliu2KRxl3O,0.43
1,Nat King Cole,Too Young,1951,30.json,Nat King Cole,en,1Tv1ie595QRNoceYpZz7dW,Nat King Cole,"Too Young To Go Steady - Live On The Ed Sullivan Show, March 18, 1956","['adult standards', 'lounge', 'vocal jazz']",0.297,157491.0,0.349,1Tv1ie595QRNoceYpZz7dW,0.00364,7.0,0.727,-16.322,1.0,0.102,86.851,4.0,https://api.spotify.com/v1/tracks/1Tv1ie595QRNoceYpZz7dW,audio_features,spotify:track:1Tv1ie595QRNoceYpZz7dW,0.497
2,Tony Bennett,Because Of You,1951,31.json,Tony Bennett,en,1hVEHu6SemMvlYAP5MWkDj,Tony Bennett,Because of You,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",0.248,242040.0,0.22,1hVEHu6SemMvlYAP5MWkDj,0.00197,7.0,0.109,-10.768,0.0,0.0299,71.377,4.0,https://api.spotify.com/v1/tracks/1hVEHu6SemMvlYAP5MWkDj,audio_features,spotify:track:1hVEHu6SemMvlYAP5MWkDj,0.191
4,Rosemary Clooney,Come On-a My House,1951,33.json,Rosemary Clooney,en,3GVyT9fBXuEkGs1STo2WHZ,Rosemary Clooney,Come On-A My House,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'swing', 'torch song', 'vocal jazz']",0.527,116933.0,0.633,3GVyT9fBXuEkGs1STo2WHZ,0.0,10.0,0.422,-8.56,0.0,0.114,183.174,4.0,https://api.spotify.com/v1/tracks/3GVyT9fBXuEkGs1STo2WHZ,audio_features,spotify:track:3GVyT9fBXuEkGs1STo2WHZ,0.961
5,Mario Lanza,Be My Love,1951,34.json,Mario Lanza,en,7bETs6oajlWYVo9ycX74Vp,Mario Lanza,"Be My Love (From ""The Toast of New Orleans"")","['adult standards', 'canzone napoletana', 'classical tenor', 'operatic pop']",0.168,209627.0,0.457,7bETs6oajlWYVo9ycX74Vp,1.33e-06,1.0,0.18,-7.361,1.0,0.0375,86.749,3.0,https://api.spotify.com/v1/tracks/7bETs6oajlWYVo9ycX74Vp,audio_features,spotify:track:7bETs6oajlWYVo9ycX74Vp,0.202
7,Tony Bennett,"Cold, Cold Heart",1951,36.json,Tony Bennett,en,6U5Iv1vX8qUOVCMijAgZhL,Tony Bennett,"Cold, Cold Heart (with Tim McGraw)","['adult standards', 'easy listening', 'lounge', 'vocal jazz']",0.34,195427.0,0.123,6U5Iv1vX8qUOVCMijAgZhL,1.18e-06,5.0,0.151,-12.329,0.0,0.0432,75.003,4.0,https://api.spotify.com/v1/tracks/6U5Iv1vX8qUOVCMijAgZhL,audio_features,spotify:track:6U5Iv1vX8qUOVCMijAgZhL,0.3
8,Perry Como,If,1951,37.json,Perry Como,en,5tKSXktCu4D9N6c0jkVwmV,Perry Como,If Wishes Were Kisses,"['adult standards', 'brill building pop', 'easy listening', 'lounge']",0.192,178973.0,0.0931,5tKSXktCu4D9N6c0jkVwmV,1.56e-05,9.0,0.105,-15.722,1.0,0.0303,164.096,5.0,https://api.spotify.com/v1/tracks/5tKSXktCu4D9N6c0jkVwmV,audio_features,spotify:track:5tKSXktCu4D9N6c0jkVwmV,0.116
9,Mario Lanza,Loveliest Night Of The Year,1951,38.json,Mario Lanza,en,0d1IE5LVXuy4V638hzBNJV,Mario Lanza,"The Loveliest Night of the Year (From ""The Great Caruso"")","['adult standards', 'canzone napoletana', 'classical tenor', 'operatic pop']",0.197,215173.0,0.386,0d1IE5LVXuy4V638hzBNJV,0.0114,8.0,0.362,-8.349,1.0,0.0331,86.223,5.0,https://api.spotify.com/v1/tracks/0d1IE5LVXuy4V638hzBNJV,audio_features,spotify:track:0d1IE5LVXuy4V638hzBNJV,0.212
11,Frankie Laine,Jezebel,1951,40.json,Frankie Laine,en,6SYQwsOxHW5uUYjUpOKtIC,Frankie Laine,Jezebel,"['adult standards', 'brill building pop', 'cowboy western', 'deep adult standards', 'easy listening', 'lounge', 'rock-and-roll']",0.504,190933.0,0.265,6SYQwsOxHW5uUYjUpOKtIC,0.0,5.0,0.604,-16.424,1.0,0.0344,136.721,4.0,https://api.spotify.com/v1/tracks/6SYQwsOxHW5uUYjUpOKtIC,audio_features,spotify:track:6SYQwsOxHW5uUYjUpOKtIC,0.393
12,Tony Martin,I Get Ideas,1951,41.json,Tony Martin,en,337MjXbvx4dDSgOYSfawii,Tony Martin,I Get Ideas (When We Are Dancing),[],0.355,159467.0,0.229,337MjXbvx4dDSgOYSfawii,3.91e-06,7.0,0.198,-10.46,1.0,0.076,200.544,4.0,https://api.spotify.com/v1/tracks/337MjXbvx4dDSgOYSfawii,audio_features,spotify:track:337MjXbvx4dDSgOYSfawii,0.502
14,Patti Page,Mockin' Bird Hill,1951,43.json,Patti Page,en,5yzlxi4VFO8UkxepsL0guW,Patti Page,Mockin' Bird Hill,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'vocal jazz']",0.561,178867.0,0.3,5yzlxi4VFO8UkxepsL0guW,0.0,3.0,0.283,-13.995,1.0,0.0422,109.795,4.0,https://api.spotify.com/v1/tracks/5yzlxi4VFO8UkxepsL0guW,audio_features,spotify:track:5yzlxi4VFO8UkxepsL0guW,0.563
15,Guy Mitchell and Mitch Miller,My Heart Cries For You,1951,44.json,Guy Mitchell,en,0KuKJOGwD0lqwHFcCw5859,Guy Mitchell,My Heart Cries For You,"['adult standards', 'brill building pop', 'deep adult standards', 'rock-and-roll', 'rockabilly']",0.437,166160.0,0.142,0KuKJOGwD0lqwHFcCw5859,1.35e-06,8.0,0.25,-13.524,1.0,0.0296,102.339,3.0,https://api.spotify.com/v1/tracks/0KuKJOGwD0lqwHFcCw5859,audio_features,spotify:track:0KuKJOGwD0lqwHFcCw5859,0.304
16,Eddy Howard,(It's No) Sin,1951,45.json,Eddy Howard,en,4cyPBIYP1z47ZIdT7fgDxu,Eddy Howard,Sin (It's No) Sin,[],0.343,168507.0,0.096,4cyPBIYP1z47ZIdT7fgDxu,0.0,8.0,0.24,-14.694,1.0,0.0379,78.666,4.0,https://api.spotify.com/v1/tracks/4cyPBIYP1z47ZIdT7fgDxu,audio_features,spotify:track:4cyPBIYP1z47ZIdT7fgDxu,0.195
17,Vaughn Monroe,Sound Off,1951,46.json,Vaughn Monroe,en,7zYRrbdbYqogTo9b3sZnaz,Vaughn Monroe,Sound Off,"['adult standards', 'big band', 'deep adult standards', 'lounge', 'swing']",0.674,163989.0,0.651,7zYRrbdbYqogTo9b3sZnaz,0.0197,5.0,0.0782,-9.377,1.0,0.0435,114.207,4.0,https://api.spotify.com/v1/tracks/7zYRrbdbYqogTo9b3sZnaz,audio_features,spotify:track:7zYRrbdbYqogTo9b3sZnaz,0.669
20,Guy Mitchell and Mitch Miller,"My Truly, Truly Fair",1951,49.json,Guy Mitchell,en,5UKcLXMxnK07HqmnHCi1C7,Guy Mitchell,"My Truly, Truly Fair (with Mitch Miller & His Orchestra & Chorus)","['adult standards', 'brill building pop', 'deep adult standards', 'rock-and-roll', 'rockabilly']",0.873,169040.0,0.3,5UKcLXMxnK07HqmnHCi1C7,0.0,9.0,0.0909,-12.112,1.0,0.0348,109.38,4.0,https://api.spotify.com/v1/tracks/5UKcLXMxnK07HqmnHCi1C7,audio_features,spotify:track:5UKcLXMxnK07HqmnHCi1C7,0.96
23,Frankie Laine,"Rose, Rose I Love You",1951,52.json,Frankie Laine,en,0CLeeKSZqkgeoVze6W5Iyk,Frankie Laine,"Rose, Rose, I Love You","['adult standards', 'brill building pop', 'cowboy western', 'deep adult standards', 'easy listening', 'lounge', 'rock-and-roll']",0.46,154147.0,0.335,0CLeeKSZqkgeoVze6W5Iyk,0.0,0.0,0.0699,-9.442,1.0,0.0373,201.337,4.0,https://api.spotify.com/v1/tracks/0CLeeKSZqkgeoVze6W5Iyk,audio_features,spotify:track:0CLeeKSZqkgeoVze6W5Iyk,0.932
25,Billy Eckstine,I Apologize,1951,54.json,Billy Eckstine,en,184kqbmjYJoWXwaqNk7BWT,Billy Eckstine,I Apologize,"['adult standards', 'big band', 'lounge', 'swing', 'vocal jazz']",0.185,171987.0,0.367,184kqbmjYJoWXwaqNk7BWT,0.0475,1.0,0.0648,-10.074,1.0,0.0335,170.41,5.0,https://api.spotify.com/v1/tracks/184kqbmjYJoWXwaqNk7BWT,audio_features,spotify:track:184kqbmjYJoWXwaqNk7BWT,0.201
30,Les Baxter,Because Of You,1951,59.json,Les Baxter,en,4WToccEJeXgFNyfNPuSYCS,Les Baxter,Because Of You,"['adult standards', 'classic soundtrack', 'easy listening', 'exotica', 'laboratorio', 'library music', 'lounge']",0.238,170800.0,0.207,4WToccEJeXgFNyfNPuSYCS,1.49e-06,5.0,0.135,-12.894,0.0,0.0301,97.574,4.0,https://api.spotify.com/v1/tracks/4WToccEJeXgFNyfNPuSYCS,audio_features,spotify:track:4WToccEJeXgFNyfNPuSYCS,0.303
2,Kay Starr,Wheel Of Fortune,1952,61.json,Kay Starr,en,2gCQe48O4GMJz6oFBqnN9e,Kay Starr,Wheel Of Fortune,"['adult standards', 'big band', 'brill building pop', 'easy listening', 'lounge', 'swing', 'torch song', 'vocal jazz']",0.461,185600.0,0.248,2gCQe48O4GMJz6oFBqnN9e,0.0,8.0,0.399,-10.278,1.0,0.0481,140.558,4.0,https://api.spotify.com/v1/tracks/2gCQe48O4GMJz6oFBqnN9e,audio_features,spotify:track:2gCQe48O4GMJz6oFBqnN9e,0.404
3,Johnnie Ray,Cry,1952,62.json,Johnnie Ray,en,4wnFpRgQu2gLN8d76dYOGr,Johnnie Ray,Cry,"['adult standards', 'brill building pop', 'deep adult standards', 'easy listening', 'lounge', 'rock-and-roll']",0.479,181693.0,0.0952,4wnFpRgQu2gLN8d76dYOGr,0.0,0.0,0.657,-15.5,1.0,0.0274,69.784,4.0,https://api.spotify.com/v1/tracks/4wnFpRgQu2gLN8d76dYOGr,audio_features,spotify:track:4wnFpRgQu2gLN8d76dYOGr,0.35
4,Jo Stafford,You Belong To Me,1952,63.json,Jo Stafford,en,2NDMLabAjx4oL7ezx2PNxS,Jo Stafford,You Belong To Me,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'swing', 'torch song', 'vocal jazz']",0.314,193667.0,0.139,2NDMLabAjx4oL7ezx2PNxS,0.0,5.0,0.101,-15.307,1.0,0.0317,101.939,3.0,https://api.spotify.com/v1/tracks/2NDMLabAjx4oL7ezx2PNxS,audio_features,spotify:track:2NDMLabAjx4oL7ezx2PNxS,0.182
5,Vera Lynn,"Auf Wiederseh'n, Sweetheart",1952,64.json,Vera Lynn,en,3rIhZKroSQQjNcgGQsdaJF,Vera Lynn,Auf Wiederseh'n Sweetheart - 2017 Version,"['adult standards', 'lounge']",0.149,160347.0,0.137,3rIhZKroSQQjNcgGQsdaJF,1.96e-05,8.0,0.232,-15.349,1.0,0.0326,82.853,3.0,https://api.spotify.com/v1/tracks/3rIhZKroSQQjNcgGQsdaJF,audio_features,spotify:track:3rIhZKroSQQjNcgGQsdaJF,0.253
6,Rosemary Clooney,Half As Much,1952,65.json,Rosemary Clooney,en,5vIe5BmOlPXarqRxJh9FNE,Rosemary Clooney,Half As Much (with Percy Faith & His Orchestra),"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'swing', 'torch song', 'vocal jazz']",0.277,166373.0,0.189,5vIe5BmOlPXarqRxJh9FNE,0.0,10.0,0.232,-12.424,1.0,0.0329,86.655,1.0,https://api.spotify.com/v1/tracks/5vIe5BmOlPXarqRxJh9FNE,audio_features,spotify:track:5vIe5BmOlPXarqRxJh9FNE,0.208
7,Eddie Fisher and Hugo Winterhalter,Wish You Were Here,1952,66.json,Eddie Fisher,en,1FKI2zdazbVqTWpE5bWmzo,Eddie Fisher,Wish You Were Here - Remastered,"['adult standards', 'brill building pop', 'deep adult standards', 'easy listening', 'lounge']",0.432,175307.0,0.165,1FKI2zdazbVqTWpE5bWmzo,0.000111,7.0,0.229,-12.289,1.0,0.0336,104.346,4.0,https://api.spotify.com/v1/tracks/1FKI2zdazbVqTWpE5bWmzo,audio_features,spotify:track:1FKI2zdazbVqTWpE5bWmzo,0.171
8,Patti Page,I Went To Your Wedding,1952,67.json,Patti Page,en,4cS2Ya30FLHqNb3hwbtjrJ,Patti Page,I Went To Your Wedding,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'vocal jazz']",0.53,194373.0,0.0853,4cS2Ya30FLHqNb3hwbtjrJ,0.0,0.0,0.126,-12.223,1.0,0.0327,78.372,3.0,https://api.spotify.com/v1/tracks/4cS2Ya30FLHqNb3hwbtjrJ,audio_features,spotify:track:4cS2Ya30FLHqNb3hwbtjrJ,0.112
9,Al Martino,Here In My Heart,1952,68.json,Al Martino,en,0mRAY4VhmgEsBvLEFxB6Vm,Al Martino,Here In My Heart,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'vocal jazz']",0.177,193373.0,0.279,0mRAY4VhmgEsBvLEFxB6Vm,0.0024,9.0,0.153,-10.951,0.0,0.0312,82.967,3.0,https://api.spotify.com/v1/tracks/0mRAY4VhmgEsBvLEFxB6Vm,audio_features,spotify:track:0mRAY4VhmgEsBvLEFxB6Vm,0.155
11,Georgia Gibbs,Kiss Of Fire,1952,70.json,Georgia Gibbs,en,46SZJUs1Qnutjk3QlNcnKY,Georgia Gibbs,KIss Of Fire,['deep adult standards'],0.522,146627.0,0.346,46SZJUs1Qnutjk3QlNcnKY,0.0,11.0,0.474,-11.458,0.0,0.0435,106.715,4.0,https://api.spotify.com/v1/tracks/46SZJUs1Qnutjk3QlNcnKY,audio_features,spotify:track:46SZJUs1Qnutjk3QlNcnKY,0.726
12,Eddie Fisher and Hugo Winterhalter,Anytime,1952,71.json,Eddie Fisher,en,3j1o0rONh8IG7wOl4mdKaN,Eddie Fisher,Anytime - Remastered,"['adult standards', 'brill building pop', 'deep adult standards', 'easy listening', 'lounge']",0.615,155493.0,0.124,3j1o0rONh8IG7wOl4mdKaN,1.52e-06,1.0,0.188,-11.334,1.0,0.0276,105.321,4.0,https://api.spotify.com/v1/tracks/3j1o0rONh8IG7wOl4mdKaN,audio_features,spotify:track:3j1o0rONh8IG7wOl4mdKaN,0.449
14,Ella Mae Morse,Blacksmith Blues,1952,73.json,Ella Mae Morse,en,33FiJdNiWACHYd5yk0en35,Ella Mae Morse,The Blacksmith Blues,"['big band', 'jump blues', 'swing']",0.838,186760.0,0.294,33FiJdNiWACHYd5yk0en35,2.24e-06,10.0,0.21,-11.298,1.0,0.0453,127.659,4.0,https://api.spotify.com/v1/tracks/33FiJdNiWACHYd5yk0en35,audio_features,spotify:track:33FiJdNiWACHYd5yk0en35,0.806
16,Rosemary Clooney,Botch-a-me,1952,75.json,Rosemary Clooney,en,72HUHsM38XhUE7YjA7oxLz,Rosemary Clooney,Botch-A-Me (Ba-Ba-Baciami Piccina),"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'swing', 'torch song', 'vocal jazz']",0.642,136867.0,0.664,72HUHsM38XhUE7YjA7oxLz,0.0,0.0,0.138,-8.485,1.0,0.0934,148.866,4.0,https://api.spotify.com/v1/tracks/72HUHsM38XhUE7YjA7oxLz,audio_features,spotify:track:72HUHsM38XhUE7YjA7oxLz,0.959
17,Doris Day,A Guy Is A Guy,1952,76.json,Doris Day,en,1lZSR5NKeNGuCPSTNL7BhW,Doris Day,A Guy Is a Guy,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'vocal jazz']",0.727,159507.0,0.285,1lZSR5NKeNGuCPSTNL7BhW,0.0,2.0,0.141,-14.098,1.0,0.0457,120.195,4.0,https://api.spotify.com/v1/tracks/1lZSR5NKeNGuCPSTNL7BhW,audio_features,spotify:track:1lZSR5NKeNGuCPSTNL7BhW,0.759
19,Frankie Laine,High Noon,1952,78.json,Frankie Laine,en,0ns2AQy1XC8xBYebbVho3I,Frankie Laine,High Noon (Do Not Forsake Me),"['adult standards', 'brill building pop', 'cowboy western', 'deep adult standards', 'easy listening', 'lounge', 'rock-and-roll']",0.408,159773.0,0.292,0ns2AQy1XC8xBYebbVho3I,2.21e-05,3.0,0.122,-11.885,1.0,0.0371,141.044,4.0,https://api.spotify.com/v1/tracks/0ns2AQy1XC8xBYebbVho3I,audio_features,spotify:track:0ns2AQy1XC8xBYebbVho3I,0.409
24,Johnnie Ray,Walkin' My Baby Back Home,1952,83.json,Johnnie Ray,en,6JUygdnYt24lSMdXqlfSCt,Johnnie Ray,Walkin' My Baby Back Home,"['adult standards', 'brill building pop', 'deep adult standards', 'easy listening', 'lounge', 'rock-and-roll']",0.718,140307.0,0.0558,6JUygdnYt24lSMdXqlfSCt,0.0,2.0,0.0916,-19.227,1.0,0.109,128.949,5.0,https://api.spotify.com/v1/tracks/6JUygdnYt24lSMdXqlfSCt,audio_features,spotify:track:6JUygdnYt24lSMdXqlfSCt,0.598
28,Eddie Fisher and Hugo Winterhalter,Tell Me Why,1952,87.json,Eddie Fisher,en,7gUemjMxPsch8UqGf6AYOF,Eddie Fisher,Tell Me Why - 2001 Remastered,"['adult standards', 'brill building pop', 'deep adult standards', 'easy listening', 'lounge']",0.559,153667.0,0.152,7gUemjMxPsch8UqGf6AYOF,0.0,9.0,0.385,-9.48,0.0,0.0285,87.883,4.0,https://api.spotify.com/v1/tracks/7gUemjMxPsch8UqGf6AYOF,audio_features,spotify:track:7gUemjMxPsch8UqGf6AYOF,0.433
30,Johnnie Ray,"Please, Mr. Sun",1952,89.json,Johnnie Ray,en,5n07Qq7XrGE3w9OAnd871P,Johnnie Ray,"Please, Mr. Sun","['adult standards', 'brill building pop', 'deep adult standards', 'easy listening', 'lounge', 'rock-and-roll']",0.336,177533.0,0.0995,5n07Qq7XrGE3w9OAnd871P,0.0,4.0,0.0875,-16.101,0.0,0.0362,175.601,3.0,https://api.spotify.com/v1/tracks/5n07Qq7XrGE3w9OAnd871P,audio_features,spotify:track:5n07Qq7XrGE3w9OAnd871P,0.224
6,Teresa Brewer,Till I Waltz Again With You,1953,95.json,Teresa Brewer,en,0ZSc1uwFyS133FE10rzHp2,Teresa Brewer,Till I Waltz Again with You,"['adult standards', 'deep adult standards']",0.602,180720.0,0.0662,0ZSc1uwFyS133FE10rzHp2,2.31e-05,3.0,0.105,-12.877,1.0,0.053,87.766,4.0,https://api.spotify.com/v1/tracks/0ZSc1uwFyS133FE10rzHp2,audio_features,spotify:track:0ZSc1uwFyS133FE10rzHp2,0.383
7,Les Baxter,April In Portugal,1953,96.json,Les Baxter,en,42zvxXGuDpVeBXWlpvEMt6,Les Baxter,April In Portugal,"['adult standards', 'classic soundtrack', 'easy listening', 'exotica', 'laboratorio', 'library music', 'lounge']",0.484,162960.0,0.422,42zvxXGuDpVeBXWlpvEMt6,0.867,0.0,0.0841,-5.605,1.0,0.0293,105.48,4.0,https://api.spotify.com/v1/tracks/42zvxXGuDpVeBXWlpvEMt6,audio_features,spotify:track:42zvxXGuDpVeBXWlpvEMt6,0.683
